Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
25,"Agoura Hills , CA",6/17/1991,USC,Active,Atlanta Falcons,1st season,78,Agoura Hills HS,CA,"Graf, Kevin",,kevingraf/2550295,OT,309,
27,"Los Angeles , CA",4/2/1990,California (PA),Active,New Orleans Saints,2nd season,75,New Oxford HS,PA,"Harris, Erik",30,erikharris/2555568,DB,225,
25,"Fort Wayne , IN",1/10/1992,Ohio State,Active,Dallas Cowboys,3rd season,75,Paul Harding HS,"Fort Wayne, IN","Smith, Rod",,rodsmith/2553743,RB,231,
28,"Columbia , SC",6/5/1989,Appalachian State,Active,Washington Redskins,6th season,75,Ridge View HS,"Columbia, SC","Quick, Brian",,brianquick/2532933,WR,218,
22,,10/29/1994,Florida State,Active,Dallas Cowboys,Rookie,72,,,"White, Marquez",,marquezwhite/2557912,CB,184,
25,"Roanoke Rapids , NC",2/19/1992,North Carolina,Active,Arizona Cardinals,4th season,78,Roanoke Rapids HS,NC,"Martin, Kareem",96,kareemmartin/2543738,LB,272,
29,"Pine Bluff , AR",8/26/1987,Arkansas State,Active,Pittsburgh Steelers,9th season,74,Pine Bluff HS,AR,"Johnson, David",82,davidjohnson/79589,TE,260,
26,"Bethlehem , PA",3/30/1991,Pittsburgh,Active,New York Jets,4th season,75,Liberty HS,"Bethlehem, PA","Street, Devin",,devinstreet/2543641,WR,200,
26,"Los Angeles , CA",12/12/1990,USC,Active,Dallas Cowboys,7th season,77,Rancho Verde HS,"Moreno Valley, CA","Smith, Tyron",77,tyronsmith/2495435,T,320,
24,,4/15/1993,Mississippi,Active,Oakland Raiders,Rookie,76,Burke HS,"Charleston, SC","Brown, Fadol",,fadolbrown/2558920,DE,273,
23,,4/1/1994,UCLA,Active,Jacksonville Jaguars,Rookie,69,,,"Walker, Kenneth",,kennethwalker/2559277,WR,172,
33,"Midland , TX",11/17/1983,Miami (Fla.),Active,Cincinnati Bengals,11th season,79,Robert E. Lee HS,"Midland, TX","Winston, Eric",73,ericwinston/2495986,T,310,
26,"Los Angeles , CA",9/8/1990,Tennessee,Active,Jacksonville Jaguars,5th season,75,Birmingham HS,"Van Nuys, CA","Rivera, Mychal",,mychalrivera/2539995,TE,245,
24,"Louisville , KY",1/20/1993,Louisville,Active,Miami Dolphins,3rd season,75,Ballard HS,"Louisville, KY","Parker, DeVante",11,devanteparker/2552409,WR,212,
26,"Canton , TX",6/23/1990,Louisiana-Monroe,Active,Pittsburgh Steelers,2nd season,76,Canton HS,TX,"Milton, Keavon",,keavonmilton/2541868,OT,320,
23,"Fort Myers , FL",7/1/1993,Minnesota,Active,Atlanta Falcons,2nd season,75,Cypress Lake HS,"Fort Myers, FL","Campbell, De'Vondre",59,de'vondrecampbell/2555255,OLB,234,
24,"Fullerton , CA",7/29/1992,Houston,Active,Seattle Seahawks,2nd season,74,Keller HS,TX,"Frese, Nolan",48,nolanfrese/2557135,LS,233,
30,"Grand Rapids , MI",2/14/1987,Norfolk State,Active,Detroit Lions,9th season,71,Booker T. Washington HS,"Norfolk, VA","Carey, Don",26,doncarey/2507793,SS,202,
23,"Auburn , AL",4/17/1994,Mississippi,Active,Cincinnati Bengals,2nd season,75,Auburn HS,AL,"Core, Cody",16,codycore/2555331,WR,210,
25,,2/25/1992,Old Dominion,Active,Jacksonville Jaguars,1st season,72,,,"Pinkard, Larry",,larrypinkard/2553584,WR,196,
23,Sierra Leone Africa,2/1/1994,Michigan,Active,Seattle Seahawks,Rookie,74,Dowling Catholic HS,"West Des Moines, IA","Darboh, Amara",,amaradarboh/2557905,WR,215,
35,"Lima , OH",3/2/1982,Miami (Ohio),Active,Pittsburgh Steelers,14th season,77,Findlay HS,OH,"Roethlisberger, Ben",7,benroethlisberger/2506109,QB,240,
25,"Salem , OR",2/12/1992,Western Oregon,Active,Los Angeles Chargers,3rd season,76,Cascade HS,"Turner, OR","Williams, Tyrell",16,tyrellwilliams/2553913,WR,205,
22,"Auburn , CA",10/13/1994,UCLA,Active,Oakland Raiders,Rookie,75,Pacer HS,"Auburn, CA","Vanderdoes, Eddie",,eddievanderdoes/2557982,DT,320,
21,"Massillion , OH",6/29/1995,Ohio State,Active,Oakland Raiders,Rookie,73,Massillon Washington HS,"Massillon, OH","Conley, Gareon",,gareonconley/2558062,CB,195,
29,"Nyack , NY",8/13/1987,Rutgers,Active,Cleveland Browns,9th season,72,St. Joseph Regional HS,"Montvale, NJ","McCourty, Jason",,jasonmccourty/89756,DB,193,
,,,Central Florida,Active,Tennessee Titans,Rookie,74,,,"Boykins, Jeremy",,jeremyboykins/2559318,DB,190,
22,,6/30/1994,Temple,Active,Indianapolis Colts,Rookie,72,Gov. Thomas Johnson HS,"Frederick, MD","Hairston, Nate",,natehairston/2558108,CB,185,
23,,3/24/1994,LSU,Active,Buffalo Bills,1st season,74,Buford HS,"Buford, GA","Ferguson, Reid",,reidferguson/2556526,LS,244,
36,"New Orleans , LA",1/3/1981,Mississippi,Active,New York Giants,14th season,76,Isidore Newman HS,"New Orleans, LA","Manning, Eli",10,elimanning/2505996,QB,218,
26,"Sharon , WI",3/18/1991,Wisconsin,Active,Dallas Cowboys,5th season,76,Big Foot HS,"Walworth, WI","Frederick, Travis",72,travisfrederick/2540161,C,318,
27,"Vicksburg , MS",3/2/1990,West Alabama,Active,New England Patriots,4th season,71,Vicksburg HS,MS,"Butler, Malcolm",21,malcolmbutler/2550613,CB,190,
24,"Seattle , WA",7/21/1992,Arizona State,Active,Seattle Seahawks,Rookie,71,Skyline HS,"Sammamish, WA","Simone, Jordan",,jordansimone/2555157,DB,190,
22,"Lafayette , IN",6/24/1994,Texas-San Antonio,Active,Green Bay Packers,1st season,75,McCutcheon HS,"Lafayette, IN","Price, Brian",96,brianprice/2556657,DT,318,
22,"Fillmore , CA",1/18/1995,California,Active,New York Jets,Rookie,74,Moorpark HS,"Moorpark, CA","Hansen, Chad",,chadhansen/2558069,WR,205,
26,"Riverside , CA",2/18/1991,Nebraska,Active,Pittsburgh Steelers,5th season,73,Norco HS,CA,"Stafford, Daimion",,daimionstafford/2539266,DB,218,
23,,1/30/1994,Washington State,Active,Seattle Seahawks,1st season,74,,,"Palacio, Kache",46,kachepalacio/2556644,LB,225,
23,"Los Angeles , CA",3/18/1994,Notre Dame,Active,Baltimore Ravens,2nd season,78,Bishop Gorman HS,"Las Vegas, NV","Stanley, Ronnie",79,ronniestanley/2555204,OT,320,
24,"Ocala , FL",6/1/1993,Florida State,Active,New Orleans Saints,3rd season,72,Vanguard HS,"Ocala, FL","Williams, P.J.",25,p.j.williams/2552484,CB,196,
23,"San Diego , CA",11/18/1993,Washington,Active,Los Angeles Rams,2nd season,75,Mount Miguel HS,"Spring Valley, CA","Littleton, Cory",58,corylittleton/2556593,OLB,227,
24,"Cedar Rapids , IA",7/22/1992,Minnesota State,Active,Jacksonville Jaguars,2nd season,77,Spirit Lake HS,IA,"Reed, Chris",64,chrisreed/2553679,G,310,
26,"Berlin , NJ",2/9/1991,Rutgers,Active,Tennessee Titans,5th season,71,Eastern HS,"Voorhees, NJ","Ryan, Logan",,loganryan/2540162,DB,195,
24,,5/8/1993,Fayetteville State,Active,Arizona Cardinals,1st season,69,,,"Hubert, Chris",,chrishubert/2556743,WR,170,
24,"Traverse City , MI",4/23/1993,Oregon,Active,Cincinnati Bengals,3rd season,78,Traverse City West HS,MI,"Fisher, Jake",74,jakefisher/2552360,OT,305,
21,"Detroit , MI",8/31/1995,Michigan,Active,Dallas Cowboys,Rookie,70,Cass Technical HS,"Detroit, MI","Lewis, Jourdan",,jourdanlewis/2557920,CB,188,
26,"Bradenton , FL",4/22/1991,Tennessee-Martin,Active,Buffalo Bills,4th season,74,Booker HS,"Sarasota, FL","Butler, Jeremy",,jeremybutler/2550183,WR,213,
23,"Madison , FL",1/18/1994,Georgia Southern,Active,Arizona Cardinals,Rookie,71,,,"Gallon, Ironhead",,ironheadgallon/2559173,DB,210,
25,"Miami , FL",11/12/1991,Miami (Fla.),Active,Jacksonville Jaguars,4th season,75,Miami Carol City HS,"Miami, FL","Hurns, Allen",88,allenhurns/2550353,WR,201,
25,"Greenville , GA",2/25/1992,West Virginia,Active,Cleveland Browns,2nd season,69,Greenville HS,GA,"Alford, Mario",15,marioalford/2552650,WR,180,
,,,Temple,Active,New York Giants,Rookie,76,,,"Thompson, Colin",,colinthompson/2559268,TE,250,
29,"Clinton , MD",4/7/1988,Baylor,Active,Washington Redskins,4th season,75,Gwynn Park HS,"Brandywine, MD","Taylor, Phillip",,philliptaylor/2508106,DT,335,
23,"Miami , FL",9/23/1993,Miami (Fla.),Active,Cleveland Browns,3rd season,69,Miami Norland HS,FL,"Johnson, Duke",29,dukejohnson/2552461,RB,210,
28,"Barrington , IL",3/21/1989,Iowa,Active,Green Bay Packers,8th season,77,Marian Central Catholic HS,"Woodstock, IL","Bulaga, Bryan",75,bryanbulaga/496988,T,314,
24,"Tampa , FL",3/7/1993,Florida,Active,Washington Redskins,3rd season,74,Armwood HS,"Seffner, FL","Jones, Matt",31,mattjones/2552635,RB,232,
24,,1/15/1993,Incarnate Word (Tex.),Active,New Orleans Saints,Rookie,78,,,"Jenkins, Alex",,alexjenkins/2559380,DE,275,
44,"Yankton , SD",12/28/1972,South Dakota State,Active,Indianapolis Colts,22nd season,72,Central HS,"Rapid City, SD","Vinatieri, Adam",4,adamvinatieri/2503471,K,206,
24,,12/2/1992,Texas A&M,Active,Kansas City Chiefs,1st season,79,Seguin HS,"Seguin, TX","Cheek, Joseph",,josephcheek/2556733,OG,311,
24,"Valdosta , GA",7/20/1992,Georgia,Active,New England Patriots,2nd season,71,Valdosta HS,GA,"Mitchell, Malcolm",19,malcolmmitchell/2555216,WR,200,
23,"Baldwin , LA",10/16/1993,LSU,Active,Pittsburgh Steelers,2nd season,78,West St. Mary HS,"Baldwin, LA","Hawkins, Jerald",65,jeraldhawkins/2555420,OT,305,
21,"West Hills , CA",9/3/1995,Miami (Fla.),Active,Detroit Lions,Rookie,76,Chaminade College Preparatory HS,"West Hills, CA","Kaaya, Brad",,bradkaaya/2558016,QB,216,
27,"Pompano Beach , FL",8/24/1989,Auburn,Unsigned free agent,Detroit Lions,6th season,73,Boyd H. Anderson HS,"Lauderdale Lakes, FL","Bynes, Josh",57,joshbynes/2530491,OLB,235,
22,"Prattville , AL",11/19/1994,Alabama,Active,Tampa Bay Buccaneers,Rookie,78,Autauga Academy HS,"Prattville, AL","Howard, O.J.",,o.j.howard/2557856,TE,242,
27,"Clearwater , FL",3/30/1990,Iowa State,Active,Buffalo Bills,6th season,70,Largo HS,FL,"Johnson, Leonard",,leonardjohnson/2532878,DB,200,
25,"Baton Rouge , LA",12/10/1991,LSU,Active,San Francisco 49ers,5th season,73,Dutchtown HS,"Geismar, LA","Reid, Eric",35,ericreid/2540152,FS,213,
34,"Houston , TX",1/29/1983,Houston,Unsigned free agent,Denver Broncos,10th season,74,Clear Brook HS,"Friendswood, TX","Gafford, Thomas",,thomasgafford/2506611,LS,244,
24,,7/20/1992,Utah,Active,Houston Texans,2nd season,74,John W. North HS,"Riverside, CA","Anderson, Dres",,dresanderson/2552413,WR,190,
24,"Raleigh , NC",5/3/1993,Towson,Active,Tennessee Titans,2nd season,72,Wakefield HS,"Raleigh, NC","Smith, Tye",,tyesmith/2552449,CB,195,
31,"Grand Island , NY",2/17/1986,Toledo,Active,Tennessee Titans,10th season,74,Grand Island HS,NY,"Kern, Brett",6,brettkern/4263,P,214,
25,"Dallas , TX",8/16/1991,Central Florida,Active,Jacksonville Jaguars,5th season,72,Tucker HS,GA,"Bouye, A.J.",,a.j.bouye/2541162,CB,191,
25,,5/14/1992,Nebraska,Active,Cleveland Browns,1st season,81,,,"Sterup, Zach",,zachsterup/2556825,OT,318,
24,"Mobile , AL",6/19/1992,Alabama,Active,Baltimore Ravens,4th season,74,Theodore HS,AL,"Mosley, C.J.",57,c.j.mosley/2543464,ILB,241,
25,"New Orleans , LA",12/31/1991,LSU,Active,Cleveland Browns,4th season,73,Belle Chasse HS,LA,"Wright, James",,jameswright/2550162,WR,201,
31,"Los Angeles Co. , CA",6/23/1985,Washington,Unsigned free agent,Seattle Seahawks,7th season,73,Hesperia HS,CA,"Reece, Marcel",44,marcelreece/4433,FB,250,
33,Gbanga Liberia,11/3/1983,Penn State,Active,Kansas City Chiefs,12th season,75,Teaneck HS,NJ,"Hali, Tamba",91,tambahali/2506883,OLB,275,
26,"Toledo , OH",12/31/1990,Iowa,Active,Buffalo Bills,5th season,72,Fostoria HS,OH,"Hyde, Micah",,micahhyde/2539240,SS,197,
22,,11/1/1994,Auburn,Active,Arizona Cardinals,Rookie,71,New Hope HS,AL,"Ford, Rudy",,rudyford/2558174,SAF,205,
32,"Los Angeles , CA",11/5/1984,Arizona,Active,Tampa Bay Buccaneers,11th season,73,Norte Dame HS,"Los Angeles, CA","Folk, Nick",,nickfolk/2507225,K,222,
22,"Louisville , KY",3/2/1995,Western Kentucky,Active,Tennessee Titans,Rookie,71,Pleasure Ridge HS,"Louisville, KY","Taylor, Taywan",,taywantaylor/2557870,WR,198,
24,"Spokane Valley , WA",4/9/1993,Washington State,Active,Detroit Lions,2nd season,76,University HS,"Spokane, WA","Dahl, Joe",66,joedahl/2555136,OG,305,
31,"Orlando , FL",9/23/1985,East Carolina,Unsigned free agent,Arizona Cardinals,10th season,71,Olympia HS,"Orlando, FL","Johnson, Chris",23,chrisjohnson/262,RB,203,
27,"Kansas City , MO",1/25/1990,Missouri,Active,Tennessee Titans,6th season,76,Kearney HS,MO,"Brinkley, Beau",48,beaubrinkley/2535701,LS,260,
22,"Oakland , CA",5/5/1995,Washington,Active,Green Bay Packers,Rookie,75,Bishop O'Dowd HS,"Oakland, CA","King, Kevin",,kevinking/2557996,CB,192,
27,"Oakland , CA",2/2/1990,Arizona State,Active,Buffalo Bills,3rd season,72,Vallejio HS,CA,"Ross, Rashad",,rashadross/2541940,WR,180,
24,"District Heights , MD",6/22/1992,Rutgers,Active,New Orleans Saints,3rd season,78,Bishop McNamara HS,"Forestville, MD","Coleman, Brandon",16,brandoncoleman/2550328,WR,225,
30,"San Francisco , CA",7/22/1986,Kentucky,Unsigned free agent,Los Angeles Chargers,10th season,74,Angelo Rodriguez HS,"Fairfield, CA","Johnson, Steve",11,stevejohnson/768,WR,207,
25,"Long Beach , CA",9/14/1991,San Diego State,Unsigned free agent,Los Angeles Chargers,6th season,70,La Habra HS,CA,"Hillman, Ronnie",36,ronniehillman/2533437,RB,195,
25,"Shoreview , MN",10/17/1991,North Dakota State,Active,Denver Broncos,4th season,77,Mounds View HS,"Arden Hills, MN","Turner, Billy",70,billyturner/2543740,OG,310,
,,,Western Kentucky,Active,Tennessee Titans,Rookie,76,,,"Ferguson, Tyler",,tylerferguson/2559327,QB,225,
26,"New London , CT",7/3/1990,Florida,Active,Washington Redskins,5th season,74,New London HS,CT,"Reed, Jordan",86,jordanreed/2540160,TE,246,
25,,4/15/1992,Mississippi State,Active,Miami Dolphins,Rookie,74,,,"Chapman, Winston",,winstonchapman/2558331,LS,236,
26,"Manville , NJ",5/4/1991,Notre Dame,Active,Detroit Lions,5th season,69,Immaculata HS,"Somerville, NJ","Riddick, Theo",25,theoriddick/2540020,RB,201,
28,"Hernando , MS",6/6/1989,Mississippi,Active,Chicago Bears,6th season,79,Hernando HS,MS,"Sowell, Bradley",,bradleysowell/2535866,T,309,
24,"Issaquah , WA",12/5/1992,Washington,Active,Seattle Seahawks,2nd season,73,Skyline HS,"Sammamish, WA","Williams, Kasen",18,kasenwilliams/2554138,WR,219,
23,"Vicksburg , MS",4/30/1994,Louisiana Tech,Active,Detroit Lions,2nd season,70,Port Gibson HS,MS,"Barnes, Adairius",,adairiusbarnes/2556467,CB,188,
22,"Baton Rouge , LA",11/6/1994,Tulane,Active,Los Angeles Rams,Rookie,73,Scotlandville Magnet HS,"Baton Rouge, LA","Smart, Tanzel",,tanzelsmart/2558199,DT,296,
22,"Charlotte , NC",4/21/1995,Tennessee,Active,Los Angeles Rams,2nd season,76,Mallard Creek HS,"Charlotte, NC","North, Marquez",3,marqueznorth/2556636,WR,216,
23,,8/23/1993,Wyoming,Active,Washington Redskins,Rookie,76,Burnsville HS,"Burnsville, MN","Roullier, Chase",,chaseroullier/2558037,C,315,
23,,4/21/1994,Utah,Active,New England Patriots,Rookie,74,,,"Thompson, Jason",26,jasonthompson/2559039,DB,208,
30,"Fort Sill , OK",1/20/1987,USC,Unsigned free agent,Cincinnati Bengals,9th season,74,St. Bonaventure HS,"Ventura, CA","Maualuga, Rey",58,reymaualuga/79852,MLB,258,
24,"Buchanan Dam , TX",5/19/1993,Texas-San Antonio,Active,Minnesota Vikings,2nd season,76,Marble Falls HS,TX,"Morgan, David",89,davidmorgan/2555306,TE,265,
,,,Marian (Ind.),Active,Arizona Cardinals,Rookie,76,,,"Hogan, Krishawn",,krishawnhogan/2559286,WR,210,
24,"Kenosha , WI",4/13/1993,Wisconsin,Active,Los Angeles Chargers,3rd season,73,Mary Bradford HS,"Kenosha, WI","Gordon, Melvin",28,melvingordon/2552469,RB,215,
37,"Hartford , CT",2/19/1980,Syracuse,Unsigned free agent,Atlanta Falcons,16th season,73,Bloomfield HS,CT,"Freeney, Dwight",93,dwightfreeney/2505016,DE,268,
26,"Memphis , TN",4/22/1991,Georgia,Active,Denver Broncos,5th season,77,Harding Acad. HS,"Memphis, TN","Brown, Marlon",15,marlonbrown/2540005,WR,214,
22,,7/11/1994,Auburn,Active,Green Bay Packers,Rookie,78,,,"Leff, Robert",,robertleff/2559117,OG,287,
24,"Hartford , CT",4/27/1993,Penn State,Active,San Francisco 49ers,Rookie,73,,,"Golden, Malik",,malikgolden/2559023,DB,194,
35,"Birmingham , AL",11/1/1981,Alabama,Unsigned free agent,Arizona Cardinals,13th season,77,Homewood HS,AL,"Mathis, Evan",69,evanmathis/2506418,G,301,
25,,10/17/1991,Mississippi State,Active,Denver Broncos,1st season,76,,,"Day, Dillon",55,dillonday/2553516,C,299,
28,"Tampa , FL",2/24/1989,Bethune-Cookman,Active,Buffalo Bills,5th season,74,Howard W. Blake HS,"Tampa, FL","Davis, Ryan",,ryandavis/2534761,DE,275,
28,"Kissimmee , FL",7/21/1988,Central Florida,Active,Kansas City Chiefs,7th season,79,Haines City HS,FL,"Reid, Jah",75,jahreid/2495434,OG,325,
24,"Meridian , MS",9/14/1992,Jacksonville State,Active,Los Angeles Chargers,2nd season,74,Sweet Water HS,AL,"Landrum, Chris",46,chrislandrum/2556809,LB,245,
24,"Silver Spring , MD",3/28/1993,Houston,Active,Washington Redskins,1st season,75,Foster HS,"Houston, TX","Mbu, Joey",,joeymbu/2553564,DT,310,
24,,3/24/1993,Western Kentucky,Active,San Francisco 49ers,Rookie,78,,,"Williams, Darrell",,darrellwilliams/2559009,OT,310,
22,,7/9/1994,Utah,Active,New Orleans Saints,Rookie,77,,,"Dominguez, Chase",,chasedominguez/2559067,LS,212,
25,"Honolulu , HI",12/8/1991,North Carolina State,Active,Oakland Raiders,5th season,73,Dudley HS,"Greensboro, NC","Amerson, David",29,davidamerson/2540170,CB,205,
22,,7/17/1994,Georgia,Active,Tampa Bay Buccaneers,Rookie,73,Pierce County HS,"Blackshear, GA","Hicks, Quayvon",,quayvonhicks/2558298,RB,253,
24,"New Castle , DE",12/17/1992,Penn State,Active,Minnesota Vikings,1st season,75,William Penn HS,"New Castle, DE","Carter, Kyle",,kylecarter/2556494,TE,245,
24,"Columbus , OH",7/2/1992,Pittsburgh,Active,Los Angeles Rams,2nd season,73,Trotwood-Madison HS,"Trotwood, OH","Grigsby, Nicholas",,nicholasgrigsby/2556542,LB,220,
27,"Wilmington , NC",1/19/1990,North Carolina,Active,Dallas Cowboys,5th season,74,John T. Hoggard HS,"Wilmington, NC","Cooper, Jonathan",64,jonathancooper/2539272,OG,310,
23,"Middleton , CT",5/21/1994,Texas,Active,Dallas Cowboys,1st season,71,,,"Thomas, Duke",,dukethomas/2556694,DB,178,
30,"Pittsburgh , PA",7/22/1986,Penn State,Active,Dallas Cowboys,8th season,74,Upper St. Clair HS,"Pittsburgh, PA","Lee, Sean",50,seanlee/496937,OLB,238,
24,"Oakland , CA",10/14/1992,Oregon State,Active,New York Giants,1st season,72,,,"Murphy, Ryan",,ryanmurphy/2553455,DB,214,
24,,4/5/1993,Wisconsin,Active,Cleveland Browns,1st season,71,,,"Hillary, Darius",,dariushillary/2556558,CB,183,
27,"Windsor , Ontario",1/15/1990,Rice,Active,Seattle Seahawks,5th season,77,St. Thomas of Villanova HS,"La Salle, Ontario, Canada","Willson, Luke",82,lukewillson/2541199,TE,252,
,,,James Madison,Active,Chicago Bears,Rookie,77,,,"Kirsch, Mitchell",,mitchellkirsch/2559202,OG,295,
,,,Kansas,Active,Washington Redskins,Rookie,71,,,"Smithson, Fish",,fishsmithson/2558901,DB,190,
27,"Florence , SC",1/4/1990,Clemson,Active,Jacksonville Jaguars,5th season,76,West Florence HS,SC,"Goodman, Malliciah",,malliciahgoodman/2539215,DE,276,
27,"Houston , TX",2/26/1990,Southern Methodist,Active,New Orleans Saints,4th season,70,Kempner HS,"Houston, TX","Banjo, Chris",37,chrisbanjo/2541192,CB,207,
24,"Johnston , SC",1/24/1993,South Carolina State,Active,Oakland Raiders,2nd season,72,Strom Thurmond HS,"Johnston, SC","Hamilton, Antonio",32,antoniohamilton/2556804,DB,188,
25,"Pomona , CA",4/8/1992,San Jose State,Active,Dallas Cowboys,4th season,72,Charter Oak HS,"Covina, CA","Smith, Keith",41,keithsmith/2550400,FB,232,
27,Frankfurt Germany,9/27/1989,UCLA,Active,Indianapolis Colts,5th season,72,Mountain Ridge HS,"Glendale, AZ","Locke, Jeff",,jefflocke/2540237,P,195,
31,"Hamlet , NC",11/29/1985,Georgia,Active,New Orleans Saints,9th season,73,Richmond Co. HS,"Rockingham, NC","Ellerbe, Dannell",59,dannellellerbe/79844,OLB,245,
27,"Baton Rouge , LA",1/26/1990,Mississippi,Active,New England Patriots,6th season,71,Scotlandville HS,"Baton Rouge, LA","Bolden, Brandon",38,brandonbolden/2532797,RB,220,
24,"Pinewood , SC",12/31/1992,South Carolina,Active,New York Giants,2nd season,77,Scott's Branch HS,"Summerton, SC","Adams, Jerell",89,jerelladams/2555311,TE,247,
25,"Tucson , AZ",3/2/1992,Fresno State,Active,Los Angeles Rams,3rd season,77,Mariposa HS,CA,"Wichmann, Cody",69,codywichmann/2553332,OG,319,
23,"Belle Glade , FL",2/18/1994,Akron,Active,Los Angeles Chargers,2nd season,71,Galdes Central HS,"Belle Glade, FL","Brown, Jatavis",57,jatavisbrown/2556148,ILB,221,
26,"Dallas , TX",2/8/1991,Texas,Active,New Orleans Saints,5th season,76,Pflugerville HS,TX,"Okafor, Alex",,alexokafor/2539319,DE,261,
35,"Port Arthur , TX",10/12/1981,Iowa,Unsigned free agent,Atlanta Falcons,13th season,74,Lincoln HS,"Port Arthur, TX","Babineaux, Jonathan",95,jonathanbabineaux/2506398,DT,300,
26,"Virginia Beach , VA",5/20/1991,Tennessee,Active,Pittsburgh Steelers,5th season,76,Ocean Lakes HS,"Virginia Beach, VA","Hunter, Justin",,justinhunter/2540151,WR,203,
25,"Dallas , TX",3/28/1992,Texas,Active,Los Angeles Chargers,3rd season,71,Garland HS,TX,"Phillips, Adrian",31,adrianphillips/2550842,SS,210,
29,"Kingsport , TN",12/18/1987,Appalachian State,Active,San Francisco 49ers,7th season,75,Dobyns-Bennett HS,"Kingsport, TN","Kilgore, Daniel",67,danielkilgore/2495299,C,308,
23,"Akron , OH",2/9/1994,Michigan,Active,Jacksonville Jaguars,2nd season,73,Buchtel HS,"Akron, OH","Wilson, Jarrod",47,jarrodwilson/2556711,DB,209,
26,"Metairie , LA",1/30/1991,Texas A&M,Active,Buffalo Bills,5th season,73,East St. John HS,"Reserve, LA","Lewis, Patrick",67,patricklewis/2541855,C,311,
23,,4/21/1994,Washington,Active,Oakland Raiders,1st season,70,,,"Mickens, Jaydon",19,jaydonmickens/2556861,WR,174,
27,"Virginia Beach , VA",3/19/1990,Florida State,Active,Oakland Raiders,5th season,76,Bayside HS,"Virginia Beach, VA","Manuel, EJ",,ejmanuel/2539228,QB,237,
29,"Birmingham , AL",9/6/1987,Troy,Active,Carolina Panthers,7th season,75,Tarrant City HS,AL,"Addison, Mario",97,marioaddison/2530474,DE,260,
22,"Saginaw , MI",3/7/1995,South Carolina,Active,Los Angeles Rams,2nd season,71,Havelock HS,NC,"Cooper, Pharoh",10,pharohcooper/2555419,WR,207,
28,"New Iberia , LA",11/29/1988,William Penn,Active,New York Giants,6th season,76,Lake Charles Boston HS,"Westlake, LA","Harrison, Damon",98,damonharrison/2535718,DT,350,
26,"Donalsonville , GA",6/27/1990,Georgia,Unsigned free agent,Miami Dolphins,5th season,72,Seminole Co. HS,"Donalsonville, GA","Rambo, Bacarri",30,bacarrirambo/2539234,FS,211,
23,"Brenham , TX",2/2/1994,Texas,Active,New England Patriots,3rd season,74,Brenham HS,TX,"Brown, Malcom",90,malcombrown/2552483,DT,320,
26,"Belle Glade , FL",10/4/1990,LSU,Active,Indianapolis Colts,5th season,76,West Monroe HS,LA,"Mingo, Barkevious",,barkeviousmingo/2540140,LB,240,
27,"Miami , FL",4/12/1990,Nebraska,Active,Kansas City Chiefs,4th season,75,Miami Central HS,FL,"Jean-Baptiste, Stanley",,stanleyjean-baptiste/2543736,CB,215,
22,"Miami , FL",5/1/1995,Miami (Fla.),Active,Pittsburgh Steelers,2nd season,72,Miami Northwestern HS,FL,"Burns, Artie",25,artieburns/2555344,CB,197,
24,,1/31/1993,Montana,Active,Los Angeles Chargers,Rookie,73,,,"Jones, Jamaal",,jamaaljones/2556856,WR,187,
23,"Fort Myers , FL",6/14/1993,Clemson,Active,Buffalo Bills,4th season,73,South Fort Myers HS,"Fort Myers, FL","Watkins, Sammy",14,sammywatkins/2543457,WR,211,
29,"Las Vegas , NV",2/12/1988,Oklahoma,Active,Tennessee Titans,7th season,73,Bishop Gorman HS,"Las Vegas, NV","Murray, DeMarco",29,demarcomurray/2495207,RB,220,
23,"Honolulu , HI",10/29/1993,Oregon State,Active,Philadelphia Eagles,2nd season,76,Corvallis HS,OR,"Seumalo, Isaac",73,isaacseumalo/2555495,OG,303,
23,"Chicago , IL",2/1/1994,Northern Illinois,Active,Cleveland Browns,Rookie,72,,,"Fleming, Ladell",,ladellfleming/2559172,LB,194,
28,Accra Ghana,5/29/1989,Brigham Young,Active,Detroit Lions,5th season,77,Presbyterian Boys  Secondary School HS,"Legon, Ghana","Ansah, Ezekiel",94,ezekielansah/2539931,DE,275,
,,,Northwestern,Active,Dallas Cowboys,Rookie,73,,,"Jones, Joe",,joejones/2559200,LB,225,
25,USA,4/3/1992,Auburn,Active,Philadelphia Eagles,3rd season,75,Carver HS,"Columbus, GA","Wright, Gabe",,gabewright/2552282,DT,305,
26,"Lubbock , TX",11/19/1990,Texas,Active,San Francisco 49ers,4th season,69,Rowlett HS,TX,"Goodwin, Marquise",,marquisegoodwin/2539964,WR,179,
24,,8/20/1992,West Georgia,Active,New York Jets,Rookie,75,Billings West HS,"Billings, MT","Donahue, Dylan",,dylandonahue/2558255,DL,240,
22,"Detroit , MI",12/14/1994,Iowa,Active,Los Angeles Chargers,Rookie,70,East English Village Preparatory Academy HS,"Detroit, MI","King, Desmond",,desmondking/2557927,SAF,206,
24,"Oakland , CA",7/28/1992,Brigham Young,Active,Baltimore Ravens,3rd season,78,Deer Valley HS,"Antioch, CA","Wesley, De'Ondre",77,de'ondrewesley/2553763,T,326,
