name,age,birth_place,birthday,weight_lbs,height_in,college,player_id,number,position,current_stat,current_team,experience,high_school,high_school_loc,yrs_played
Larry Elkins,73.0,"Brownwood , TX",7/28/1943,192.0,73.0,Baylor,larryelkins/2513548,,,Retired,,2 Seasons,,,1966 - 1967
Jimmy Kleinsasser,40.0,"Carrington , ND",1/31/1977,272.0,75.0,North Dakota,jimmykleinsasser/2501633,,,Retired,,13 Seasons,,,1999 - 2011
Dan Ahern,,"Manchester , NH",2/15/1898,200.0,74.0,Georgetown,danahern/2508262,,,Retired,,1 Season,,,1921 - 1921
Kenny Onatolu,34.0,"Chicago , IL",10/8/1982,235.0,74.0,Nebraska-Omaha,kennyonatolu/2507545,,,Retired,,4 Seasons,,,2009 - 2012
Sonny Gandee,,"Akron , OH",2/27/1929,216.0,73.0,Ohio State,sonnygandee/2514595,,,Retired,,5 Seasons,,,1952 - 1956
Ed Barker,86.0,"Dillon , MT",5/31/1931,196.0,75.0,Washington State,edbarker/2508995,,,Retired,,2 Seasons,,,1953 - 1954
Eric Reid,25.0,"Baton Rouge , LA",12/10/1991,213.0,73.0,LSU,ericreid/2540152,35.0,FS,Active,San Francisco 49ers,5th season,Dutchtown HS,"Geismar, LA",
Tyler Scott,26.0,,5/6/1991,250.0,76.0,Northwestern,tylerscott/2550396,,,Retired,,1 Season,,,2014 - 2014
Jim Barber,,"Murfreesboro , TN",7/21/1912,223.0,75.0,San Francisco,jimbarber/2508979,,,Retired,,7 Seasons,,,1935 - 1941
Larry Edwards,32.0,,11/4/1984,235.0,74.0,North Carolina,larryedwards/2507305,,,Retired,,1 Season,,,2007 - 2007
Tony Gallovich,,"Vandergrift , PA",9/10/1917,170.0,69.0,Wake Forest,tonygallovich/2514579,,,Retired,,1 Season,,,1941 - 1941
Thomas Gafford,34.0,"Houston , TX",1/29/1983,244.0,74.0,Houston,thomasgafford/2506611,,LS,Unsigned free agent,Denver Broncos,10th season,Clear Brook HS,"Friendswood, TX",
Chris Floyd,41.0,"Detroit , MI",6/23/1975,235.0,74.0,Michigan,chrisfloyd/2500656,,,Retired,,3 Seasons,,,1998 - 2000
Dres Anderson,24.0,,7/20/1992,190.0,74.0,Utah,dresanderson/2552413,,WR,Active,Houston Texans,2nd season,John W. North HS,"Riverside, CA",
Moe Lee,27.0,"Miami , FL",8/10/1989,191.0,73.0,Utah,moelee/2542002,,,Retired,,1 Season,,,2013 - 2013
David Baas,35.0,"Sarasota , FL",9/28/1981,312.0,76.0,Michigan,davidbaas/2506372,,,Retired,,9 Seasons,,,2005 - 2013
Tye Smith,24.0,"Raleigh , NC",5/3/1993,195.0,72.0,Towson,tyesmith/2552449,,CB,Active,Tennessee Titans,2nd season,Wakefield HS,"Raleigh, NC",
Willie Fears,53.0,"Chicago , IL",6/4/1964,278.0,75.0,Northwestern State-Louisiana,williefears/2513890,,,Retired,,2 Seasons,,,1987 - 1990
George Atkins,85.0,"Birmingham , AL",4/10/1932,210.0,73.0,Auburn,georgeatkins/2508711,,,Retired,,1 Season,,,1955 - 1955
John Isenbarger,70.0,"Muncie , IN",1/5/1947,203.0,75.0,Indiana,johnisenbarger/2517200,,,Retired,,4 Seasons,,,1970 - 1973
Brandon Chillar,34.0,"Los Angeles , CA",10/21/1982,237.0,75.0,UCLA,brandonchillar/2505915,,,Retired,,7 Seasons,,,2004 - 2010
Calvin Demery,66.0,"Phoenix , AZ",8/17/1950,190.0,73.0,Arizona State,calvindemery/2512772,,,Retired,,1 Season,,,1972 - 1972
Vic Eaton,84.0,"Savannah , MO",1/3/1933,200.0,74.0,Missouri,viceaton/2513425,,,Retired,,1 Season,,,1955 - 1955
Tom Waddle,50.0,"Cincinnati , OH",2/20/1967,185.0,72.0,Boston College,tomwaddle/2503482,,,Retired,,6 Seasons,,,1989 - 1994
Brett Kern,31.0,"Grand Island , NY",2/17/1986,214.0,74.0,Toledo,brettkern/4263,6.0,P,Active,Tennessee Titans,10th season,Grand Island HS,NY,
Jim Schwantz,47.0,"Arlington Heights , IL",1/23/1970,240.0,74.0,Purdue,jimschwantz/2502863,,,Retired,,6 Seasons,,,1992 - 1998
A.J. Bouye,25.0,"Dallas , TX",8/16/1991,191.0,72.0,Central Florida,a.j.bouye/2541162,,CB,Active,Jacksonville Jaguars,5th season,Tucker HS,GA,
Mule Werwaiss,,"New Haven , CT",2/15/1905,235.0,,No College,mulewerwaiss/2528547,,,Retired,,1 Season,,,1926 - 1926
Khari Samuel,40.0,"New York , NY",10/14/1976,240.0,75.0,Massachusetts,kharisamuel/2502814,,,Retired,,3 Seasons,,,1999 - 2001
Cory Fleming,46.0,"Nashville , TN",3/19/1971,216.0,73.0,Tennessee,coryfleming/2500648,,,Retired,,2 Seasons,,,1994 - 1995
Taje Allen,43.0,"Lubbock , TX",11/6/1973,184.0,71.0,Texas,tajeallen/2499402,,,Retired,,6 Seasons,,,1997 - 2002
Zach Sterup,25.0,,5/14/1992,318.0,81.0,Nebraska,zachsterup/2556825,,OT,Active,Cleveland Browns,1st season,,,
Jeff Novak,49.0,"Arlington Heights , IL",7/27/1967,297.0,78.0,Texas State,jeffnovak/2502313,,,Retired,,6 Seasons,,,1993 - 1998
Vic Vasicek,,"El Campo , TX",5/5/1926,223.0,71.0,Texas,vicvasicek/2527901,,,Retired,,2 Seasons,,,1949 - 1950
C.J. Mosley,24.0,"Mobile , AL",6/19/1992,241.0,74.0,Alabama,c.j.mosley/2543464,57.0,ILB,Active,Baltimore Ravens,4th season,Theodore HS,AL,
Rod Perry,63.0,"Fresno , CA",9/11/1953,178.0,69.0,Colorado,rodperry/2523054,,,Retired,,10 Seasons,,,1975 - 1984
Nate Lewis,50.0,"Moultrie , GA",10/19/1966,198.0,71.0,Oregon Tech,natelewis/2501749,,,Retired,,6 Seasons,,,1990 - 1995
Trezelle Jenkins,44.0,"Chicago , IL",3/13/1973,317.0,79.0,Michigan,trezellejenkins/2501391,,,Retired,,3 Seasons,,,1995 - 1997
James Wright,25.0,"New Orleans , LA",12/31/1991,201.0,73.0,LSU,jameswright/2550162,,WR,Active,Cleveland Browns,4th season,Belle Chasse HS,LA,
Tony Ardizzone,60.0,"La Grange , IL",12/19/1956,240.0,75.0,Northwestern,tonyardizzone/2508612,,,Retired,,1 Season,,,1979 - 1979
Danny Abramowicz,71.0,"Steubenville , OH",7/13/1945,195.0,73.0,Xavier (Ohio),dannyabramowicz/2508163,,,Retired,,9 Seasons,,,1967 - 1975
Chris Ward,61.0,"Cleveland , OH",12/16/1955,267.0,75.0,Ohio State,chrisward/2528216,,,Retired,,8 Seasons,,,1978 - 1986
Marcel Reece,31.0,"Los Angeles Co. , CA",6/23/1985,250.0,73.0,Washington,marcelreece/4433,44.0,FB,Unsigned free agent,Seattle Seahawks,7th season,Hesperia HS,CA,
Antonio Dennard,27.0,,12/20/1989,190.0,71.0,Langston,antoniodennard/2535706,,,Retired,,2 Seasons,,,2012 - 2014
Kurt Vollers,38.0,"San Gabriel , CA",4/4/1979,300.0,79.0,Notre Dame,kurtvollers/2504865,,,Retired,,4 Seasons,,,2002 - 2005
Jermaine Hardy,35.0,"Roanoke , VA",3/20/1982,213.0,70.0,Virginia,jermainehardy/2506246,,,Retired,,1 Season,,,2005 - 2007
Warren Capone,65.0,"Baton Rouge , LA",8/14/1951,218.0,73.0,LSU,warrencapone/2511032,,,Retired,,2 Seasons,,,1975 - 1976
Anthony Oakley,35.0,"Little Rock , AR",8/16/1981,298.0,76.0,Western Kentucky,anthonyoakley/2505822,,,Retired,,3 Seasons,,,2006 - 2008
Ted Schwarzer,,"Austin , TX",2/13/1900,190.0,71.0,Centenary,tedschwarzer/2525159,,,Retired,,1 Season,,,1926 - 1926
Tyrone Goard,27.0,,4/30/1990,205.0,76.0,Eastern Kentucky,tyronegoard/2539945,,,Retired,,1 Season,,,2013 - 2013
Larry Johnson,37.0,"Pomfret , MD",11/19/1979,235.0,73.0,Penn State,larryjohnson/2505491,,,Retired,,9 Seasons,,,2003 - 2011
Tamba Hali,33.0,Gbanga Liberia,11/3/1983,275.0,75.0,Penn State,tambahali/2506883,91.0,OLB,Active,Kansas City Chiefs,12th season,Teaneck HS,NJ,
Jeff Feagles,51.0,"Anaheim , CA",3/7/1966,215.0,73.0,Miami (Fla.),jefffeagles/2500608,,,Retired,,22 Seasons,,,1988 - 2009
Micah Hyde,26.0,"Toledo , OH",12/31/1990,197.0,72.0,Iowa,micahhyde/2539240,,SS,Active,Buffalo Bills,5th season,Fostoria HS,OH,
Kile MacWherter,,"Decatur , IL",7/19/1892,210.0,69.0,Bethany (W.V.),kilemacwherter/2519938,,,Retired,,1 Season,,,1920 - 1920
Rudy Ford,22.0,,11/1/1994,205.0,71.0,Auburn,rudyford/2558174,,SAF,Active,Arizona Cardinals,Rookie,New Hope HS,AL,
Chuck Lanza,52.0,"Coraopolis , PA",9/20/1964,263.0,74.0,Notre Dame,chucklanza/2519080,,,Retired,,2 Seasons,,,1988 - 1989
Tommie Campbell,29.0,"Aliquippa , PA",9/19/1987,198.0,75.0,California (PA),tommiecampbell/2499284,,,Retired,,5 Seasons,,,2011 - 2015
Nick Folk,32.0,"Los Angeles , CA",11/5/1984,222.0,73.0,Arizona,nickfolk/2507225,,K,Active,Tampa Bay Buccaneers,11th season,Norte Dame HS,"Los Angeles, CA",
Antonio Langham,44.0,"Town Creek , AL",7/31/1972,190.0,72.0,Alabama,antoniolangham/2501693,,,Retired,,7 Seasons,,,1994 - 2000
Cody Fajardo,25.0,,3/29/1992,225.0,74.0,Nevada,codyfajardo/2553645,,,Retired,,1 Season,,,2015 - 2015
Taywan Taylor,22.0,"Louisville , KY",3/2/1995,198.0,71.0,Western Kentucky,taywantaylor/2557870,,WR,Active,Tennessee Titans,Rookie,Pleasure Ridge HS,"Louisville, KY",
Joe Dahl,24.0,"Spokane Valley , WA",4/9/1993,305.0,76.0,Washington State,joedahl/2555136,66.0,OG,Active,Detroit Lions,2nd season,University HS,"Spokane, WA",
Bill Danenhauer,83.0,"Clay Center , KS",6/3/1934,245.0,76.0,Emporia State,billdanenhauer/2512429,,,Retired,,1 Season,,,1960 - 1960
Bucky Richardson,48.0,"Baton Rouge , LA",2/7/1969,228.0,73.0,Texas A&M,buckyrichardson/2502648,,,Retired,,3 Seasons,,,1992 - 1994
Chris Johnson,31.0,"Orlando , FL",9/23/1985,203.0,71.0,East Carolina,chrisjohnson/262,23.0,RB,Unsigned free agent,Arizona Cardinals,10th season,Olympia HS,"Orlando, FL",
Jay Carroll,55.0,"Winona , MN",11/8/1961,230.0,76.0,Minnesota,jaycarroll/2511154,,,Retired,,2 Seasons,,,1984 - 1985
Sean Gilbert,47.0,"Aliquippa , PA",4/10/1970,318.0,77.0,Pittsburgh,seangilbert/2500804,,,Retired,,12 Seasons,,,1992 - 2003
Bryan Mattison,33.0,"Kalamazoo , MI",5/15/1984,310.0,75.0,Iowa,bryanmattison/1732,,,Retired,,4 Seasons,,,2008 - 2012
Josh Chapman,27.0,"Birmingham , AL",6/10/1989,340.0,72.0,Alabama,joshchapman/2532811,,,Retired,,4 Seasons,,,2012 - 2015
Zarnell Fitch,33.0,"Corsicana , TX",7/6/1983,320.0,75.0,Texas Christian,zarnellfitch/2507023,,,Retired,,2 Seasons,,,2006 - 2007
C.J. Richardson,44.0,"Dallas , TX",6/10/1972,209.0,70.0,Miami (Fla.),c.j.richardson/2502649,,,Retired,,2 Seasons,,,1995 - 1997
Jim Weatherford,70.0,"Athens , GA",8/16/1946,186.0,71.0,Tennessee,jimweatherford/2528391,,,Retired,,1 Season,,,1969 - 1969
Ray Risvold,,"Brodhead , NE",3/27/1902,170.0,69.0,No College,rayrisvold/2524216,,,Retired,,2 Seasons,,,1927 - 1928
Joe Lillard,,"Tulsa , OK",6/15/1905,185.0,72.0,Oregon,joelillard/2519507,,,Retired,,2 Seasons,,,1932 - 1933
Beau Brinkley,27.0,"Kansas City , MO",1/25/1990,260.0,76.0,Missouri,beaubrinkley/2535701,48.0,LS,Active,Tennessee Titans,6th season,Kearney HS,MO,
Jeff Hansen,30.0,,9/24/1986,301.0,76.0,Montana State,jeffhansen/2508023,,,Retired,,1 Season,,,2010 - 2010
Kevin King,22.0,"Oakland , CA",5/5/1995,192.0,75.0,Washington,kevinking/2557996,,CB,Active,Green Bay Packers,Rookie,Bishop O'Dowd HS,"Oakland, CA",
Rashad Ross,27.0,"Oakland , CA",2/2/1990,180.0,72.0,Arizona State,rashadross/2541940,,WR,Active,Buffalo Bills,3rd season,Vallejio HS,CA,
Sal Marone,,"Highland Falls , NJ",8/10/1917,195.0,70.0,Manhattan,salmarone/2520172,,,Retired,,1 Season,,,1943 - 1943
Rich Baldinger,57.0,"Camp Lejeune , NC",12/31/1959,285.0,76.0,Wake Forest,richbaldinger/2499507,,,Retired,,12 Seasons,,,1982 - 1993
Brandon Coleman,24.0,"District Heights , MD",6/22/1992,225.0,78.0,Rutgers,brandoncoleman/2550328,16.0,WR,Active,New Orleans Saints,3rd season,Bishop McNamara HS,"Forestville, MD",
Mike Keller,67.0,"Chicago , IL",12/13/1949,221.0,76.0,Michigan,mikekeller/2518254,,,Retired,,1 Season,,,1972 - 1972
Harry Mattos,,"Oakland , CA",4/7/1911,198.0,72.0,St. Mary's (CA),harrymattos/2520377,,,Retired,,2 Seasons,,,1936 - 1937
Travis Thomas,32.0,,12/3/1984,215.0,71.0,Notre Dame,travisthomas/2507438,,,Retired,,1 Season,,,2008 - 2008
Steve Johnson,30.0,"San Francisco , CA",7/22/1986,207.0,74.0,Kentucky,stevejohnson/768,11.0,WR,Unsigned free agent,Los Angeles Chargers,10th season,Angelo Rodriguez HS,"Fairfield, CA",
Terry Irving,45.0,"Galveston , TX",7/3/1971,236.0,74.0,McNeese State,terryirving/2501305,,,Retired,,5 Seasons,,,1994 - 1998
Doug English,63.0,"Dallas , TX",8/25/1953,255.0,77.0,Texas,dougenglish/2513653,,,Retired,,10 Seasons,,,1975 - 1985
Chris Martin,42.0,"Tampa , FL",9/1/1974,184.0,69.0,Northwestern,chrismartin/2520245,,,Retired,,1 Season,,,1996 - 1996
Bob Fenimore,,"Woodward , OK",10/6/1925,195.0,73.0,Oklahoma State,bobfenimore/2513936,,,Retired,,1 Season,,,1947 - 1947
Eric Ravotti,46.0,"Freeport , PA",3/16/1971,250.0,74.0,Penn State,ericravotti/2502590,,,Retired,,3 Seasons,,,1994 - 1996
Frank Gallagher,74.0,"Chester , PA",3/2/1943,245.0,74.0,North Carolina,frankgallagher/2514569,,,Retired,,7 Seasons,,,1967 - 1973
Larry Gagner,73.0,"Cleveland , OH",12/30/1943,240.0,75.0,Florida,larrygagner/2514533,,,Retired,,5 Seasons,,,1966 - 1972
Mike Newton,29.0,"Pasadena , MD",11/11/1987,207.0,70.0,Buffalo,mikenewton/2507964,,,Retired,,3 Seasons,,,2010 - 2012
John Schneller,,"Neenah , WI",11/1/1911,204.0,74.0,Wisconsin,johnschneller/2525090,,,Retired,,4 Seasons,,,1933 - 1936
Ronnie Hillman,25.0,"Long Beach , CA",9/14/1991,195.0,70.0,San Diego State,ronniehillman/2533437,36.0,RB,Unsigned free agent,Los Angeles Chargers,6th season,La Habra HS,CA,
George Gibson,,"Kendaia , NY",10/2/1905,210.0,72.0,Minnesota,georgegibson/2514837,,,Retired,,1 Season,,,1930 - 1930
Lee Paige,56.0,"Jackson , MS",10/16/1960,197.0,72.0,Florida State,leepaige/2522663,,,Retired,,1 Season,,,1987 - 1987
Billy Turner,25.0,"Shoreview , MN",10/17/1991,310.0,77.0,North Dakota State,billyturner/2543740,70.0,OG,Active,Denver Broncos,4th season,Mounds View HS,"Arden Hills, MN",
Mikail Baker,29.0,,6/19/1987,205.0,72.0,Baylor,mikailbaker/2499265,,,Retired,,2 Seasons,,,2011 - 2012
Ben Mayes,72.0,"St. Petersburg , FL",3/16/1945,265.0,77.0,Drake,benmayes/2520427,,,Retired,,1 Season,,,1969 - 1969
Glen Edwards,69.0,"St. Petersburg , FL",7/31/1947,185.0,72.0,Florida A&M,glenedwards/2513483,,,Retired,,11 Seasons,,,1971 - 1981
Bo Orlando,51.0,"Berwick , PA",4/3/1966,180.0,70.0,West Virginia,boorlando/2502363,,,Retired,,9 Seasons,,,1990 - 1998
Dean Carlson,66.0,"Rushford , MN",8/1/1950,210.0,75.0,Iowa State,deancarlson/2511074,,,Retired,,3 Seasons,,,1972 - 1974
Dionte Johnson,30.0,,6/28/1986,238.0,72.0,Ohio State,diontejohnson/4439,,,Retired,,1 Season,,,2008 - 2008
Howard Satterwhite,64.0,"Monthalia , TX",5/24/1953,185.0,71.0,Sam Houston State,howardsatterwhite/2524934,,,Retired,,2 Seasons,,,1976 - 1977
Markco Maddox,45.0,"Albany , GA",9/2/1971,210.0,74.0,Albany State (Ga.),markcomaddox/2501841,,,Retired,,1 Season,,,1996 - 1996
Lou Marotti,,"Chisolm , MN",3/28/1918,210.0,70.0,Toledo,loumarotti/2520175,,,Retired,,3 Seasons,,,1943 - 1945
Jaron Baston,30.0,,4/10/1987,305.0,73.0,Missouri,jaronbaston/2509140,,,Retired,,1 Season,,,2010 - 2010
Tyler Ferguson,,,,225.0,76.0,Western Kentucky,tylerferguson/2559327,,QB,Active,Tennessee Titans,Rookie,,,
Bryan LaBelle,41.0,,4/12/1976,311.0,79.0,Northwestern,bryanlabelle/2503886,,,Retired,,1 Season,,,1999 - 1999
Chuck Weatherspoon,48.0,"Hinesville , GA",7/31/1968,229.0,67.0,Houston,chuckweatherspoon/2503575,,,Retired,,1 Season,,,1991 - 1991
Jordan Reed,26.0,"New London , CT",7/3/1990,246.0,74.0,Florida,jordanreed/2540160,86.0,TE,Active,Washington Redskins,5th season,New London HS,CT,
Dean Derby,81.0,"Leavenworth , WA",6/11/1935,185.0,72.0,Washington,deanderby/2512824,,,Retired,,6 Seasons,,,1957 - 1962
Jacoby Ford,29.0,"West Palm Beach , FL",7/27/1987,190.0,69.0,Clemson,jacobyford/497288,,,Retired,,6 Seasons,,,2010 - 2015
Winston Chapman,25.0,,4/15/1992,236.0,74.0,Mississippi State,winstonchapman/2558331,,LS,Active,Miami Dolphins,Rookie,,,
Thron Riggs,96.0,"Buckley , WA",4/25/1921,225.0,73.0,Washington,thronriggs/2524165,,,Retired,,1 Season,,,1944 - 1944
Harry Newman,,"Logan , OH",1/24/1897,150.0,66.0,Ohio U.,harrynewman/2522099,,,Retired,,1 Season,,,1924 - 1924
Harvey Goodman,64.0,"Los Angeles , CA",9/16/1952,260.0,76.0,Colorado,harveygoodman/2515061,,,Retired,,1 Season,,,1976 - 1976
Brock Christopher,30.0,,9/11/1986,245.0,74.0,Missouri,brockchristopher/2507556,,,Retired,,1 Season,,,2009 - 2009
Theo Riddick,26.0,"Manville , NJ",5/4/1991,201.0,69.0,Notre Dame,theoriddick/2540020,25.0,RB,Active,Detroit Lions,5th season,Immaculata HS,"Somerville, NJ",
Bradley Sowell,28.0,"Hernando , MS",6/6/1989,309.0,79.0,Mississippi,bradleysowell/2535866,,T,Active,Chicago Bears,6th season,Hernando HS,MS,
Kasen Williams,24.0,"Issaquah , WA",12/5/1992,219.0,73.0,Washington,kasenwilliams/2554138,18.0,WR,Active,Seattle Seahawks,2nd season,Skyline HS,"Sammamish, WA",
Cleveland Pinkney,39.0,"Sumter , SC",9/14/1977,300.0,73.0,South Carolina,clevelandpinkney/2504345,,,Retired,,3 Seasons,,,2003 - 2007
Roland Harper,64.0,"Seguin , TX",2/28/1953,208.0,71.0,Louisiana Tech,rolandharper/2515880,,,Retired,,7 Seasons,,,1975 - 1982
Vince Kendrick,,"Miami , FL",3/18/1952,231.0,72.0,Florida,vincekendrick/2518329,,,Retired,,2 Seasons,,,1974 - 1976
Jim Lipinski,,"Monongah , WV",2/25/1927,238.0,76.0,Fairmont State,jimlipinski/2519560,,,Retired,,1 Season,,,1950 - 1950
Siddeeq Shabazz,36.0,Frankfurt Germany,2/5/1981,200.0,71.0,New Mexico State,siddeeqshabazz/2505616,,,Retired,,3 Seasons,,,2003 - 2006
Jim Magee,,"Philadelphia , PA",11/27/1920,202.0,73.0,Georgia,jimmagee/2519961,,,Retired,,3 Seasons,,,1944 - 1946
Eric Unverzagt,44.0,"Central Islip , NY",12/18/1972,241.0,73.0,Wisconsin,ericunverzagt/2503441,,,Retired,,2 Seasons,,,1996 - 1997
Adairius Barnes,23.0,"Vicksburg , MS",4/30/1994,188.0,70.0,Louisiana Tech,adairiusbarnes/2556467,,CB,Active,Detroit Lions,2nd season,Port Gibson HS,MS,
Bob Jeffries,,"Kansas City , MO",8/19/1919,206.0,74.0,Missouri,bobjeffries/2517467,,,Retired,,1 Season,,,1942 - 1942
Fred Thomsen,,"Minden , AR",4/25/1897,180.0,71.0,Nebraska,fredthomsen/2527376,,,Retired,,1 Season,,,1924 - 1924
Tank Reese,36.0,"Barlow , FL",10/10/1980,294.0,70.0,Kansas State,tankreese/2505319,,,Retired,,1 Season,,,2003 - 2003
Billy Martin,,"Chicago , IL",6/6/1938,197.0,71.0,Minnesota,billymartin/2520268,,,Retired,,3 Seasons,,,1962 - 1964
Patrick Scott,52.0,"Shreveport , LA",9/13/1964,170.0,70.0,Grambling State,patrickscott/2525212,,,Retired,,2 Seasons,,,1987 - 1988
Andre Reed,53.0,"Allentown , PA",1/29/1964,190.0,74.0,Kutztown,andrereed/2502607,,,Retired,,16 Seasons,,,1985 - 2000
Tanzel Smart,22.0,"Baton Rouge , LA",11/6/1994,296.0,73.0,Tulane,tanzelsmart/2558199,,DT,Active,Los Angeles Rams,Rookie,Scotlandville Magnet HS,"Baton Rouge, LA",
Travon Bellamy,29.0,,1/11/1988,202.0,71.0,Illinois,travonbellamy/2530825,,,Retired,,2 Seasons,,,2011 - 2012
Willis Perkins,83.0,"Columbus , TX",2/14/1934,260.0,72.0,Texas Southern,willisperkins/2523023,,,Retired,,2 Seasons,,,1961 - 1963
Joel Davis,44.0,,4/6/1973,310.0,77.0,Army,joeldavis/2500315,,,Retired,,1 Season,,,1997 - 1997
Roger Carr,64.0,"Seminole , OK",7/1/1952,200.0,75.0,Louisiana Tech,rogercarr/2511137,,,Retired,,10 Seasons,,,1974 - 1983
Chris Davis,33.0,"St. Petersburg , FL",1/23/1984,181.0,70.0,Florida State,chrisdavis/2507205,,,Retired,,3 Seasons,,,2007 - 2009
Glenn Derby,52.0,"Oconomowoc , WI",6/27/1964,290.0,78.0,Wisconsin,glennderby/2512825,,,Retired,,2 Seasons,,,1989 - 1990
Tony Taylor,39.0,"Pineville , LA",3/9/1978,191.0,69.0,Northwestern State-Louisiana,tonytaylor/2504477,,,Retired,,2 Seasons,,,2001 - 2003
Marquez North,22.0,"Charlotte , NC",4/21/1995,216.0,76.0,Tennessee,marqueznorth/2556636,3.0,WR,Active,Los Angeles Rams,2nd season,Mallard Creek HS,"Charlotte, NC",
Rick DiBernardo,52.0,"Redondo Beach , CA",6/12/1964,230.0,75.0,Notre Dame,rickdibernardo/2512889,,,Retired,,2 Seasons,,,1986 - 1987
Dick Weber,,"Lawerence , MA",4/10/1919,195.0,71.0,St. Louis,dickweber/2528428,,,Retired,,1 Season,,,1945 - 1945
Booker Edgerson,77.0,"Baxter , AR",7/5/1939,183.0,70.0,Western Illinois,bookeredgerson/2513460,,,Retired,,9 Seasons,,,1962 - 1970
Carlton Dabney,70.0,"Richmond , VA",1/26/1947,259.0,77.0,Morgan State,carltondabney/2512387,,,Retired,,1 Season,,,1968 - 1968
Saleem Rasheed,35.0,"Birmingham , AL",6/15/1981,229.0,74.0,Alabama,saleemrasheed/2505065,,,Retired,,4 Seasons,,,2002 - 2006
Stanley Daniels,32.0,"San Diego , CA",11/30/1984,320.0,76.0,Washington,stanleydaniels/2507040,,,Retired,,5 Seasons,,,2007 - 2012
Patrick Carter,32.0,"St. Petersburg , FL",2/6/1985,215.0,75.0,Louisville,patrickcarter/4423,,,Retired,,3 Seasons,,,2008 - 2011
Si Seyfrit,,"Carlinville , IL",1/31/1898,170.0,70.0,Notre Dame,siseyfrit/2525352,,,Retired,,2 Seasons,,,1923 - 1924
Patrice Majondo-Mwamba,37.0,,7/29/1979,293.0,76.0,Texas Tech,patricemajondo-mwamba/2520005,,,Retired,,0 Season,,,2006 - 2007
Chase Roullier,23.0,,8/23/1993,315.0,76.0,Wyoming,chaseroullier/2558037,,C,Active,Washington Redskins,Rookie,Burnsville HS,"Burnsville, MN",
Peyton Manning,41.0,"New Orleans , LA",3/24/1976,230.0,77.0,Tennessee,peytonmanning/2501863,,,Retired,,18 Seasons,,,1998 - 2015
Lee Mays,38.0,"Houston , TX",9/18/1978,193.0,74.0,Texas-El Paso,leemays/2505176,,,Retired,,5 Seasons,,,2002 - 2006
Skeets Quinlan,,"San Angelo , TX",6/22/1928,173.0,71.0,San Diego State,skeetsquinlan/2523651,,,Retired,,5 Seasons,,,1952 - 1956
Leo Barker,57.0,Cristobal Panama Canal Zone,11/7/1959,221.0,74.0,New Mexico State,leobarker/2499536,,,Retired,,8 Seasons,,,1984 - 1991
Shane Hall,36.0,,12/18/1980,305.0,78.0,South Carolina,shanehall/2505339,,,Retired,,1 Season,,,2003 - 2003
Jason Thompson,23.0,,4/21/1994,208.0,74.0,Utah,jasonthompson/2559039,26.0,DB,Active,New England Patriots,Rookie,,,
Clyde Johnson,47.0,"Austin , TX",5/22/1970,191.0,70.0,Kansas State,clydejohnson/2501415,,,Retired,,1 Season,,,1997 - 1997
Paul Faust,73.0,"Minneapolis , MN",7/23/1943,225.0,73.0,Minnesota,paulfaust/2513878,,,Retired,,1 Season,,,1967 - 1967
Kenny Demens,27.0,"Detroit , MI",2/4/1990,242.0,73.0,Michigan,kennydemens/2539969,,,Retired,,3 Seasons,,,2013 - 2015
Paul Vassallo,27.0,,12/16/1989,247.0,75.0,Arizona,paulvassallo/2535959,,,Retired,,1 Season,,,2012 - 2012
Sean Richardson,27.0,"Fort Campbell , TN",1/21/1990,216.0,74.0,Vanderbilt,seanrichardson/2533333,,,Retired,,4 Seasons,,,2012 - 2015
Billy Yates,37.0,"Fort Worth , TX",4/15/1980,305.0,74.0,Texas A&M,billyyates/2505399,,,Retired,,9 Seasons,,,2003 - 2011
Rock Richmond,59.0,"Los Angeles , CA",1/7/1958,180.0,70.0,Oregon,rockrichmond/2524131,,,Retired,,1 Season,,,1987 - 1987
Ron Selesky,51.0,"New Brunswick , NJ",9/4/1965,266.0,73.0,North Central,ronselesky/2525307,,,Retired,,1 Season,,,1987 - 1987
Anthony Washington,59.0,"San Francisco , CA",2/4/1958,204.0,73.0,Fresno State,anthonywashington/2528271,,,Retired,,4 Seasons,,,1981 - 1984
Rocky Rasley,70.0,"Bakersfield , CA",4/27/1947,250.0,75.0,Oregon State,rockyrasley/2523760,,,Retired,,7 Seasons,,,1969 - 1976
Rey Maualuga,30.0,"Fort Sill , OK",1/20/1987,258.0,74.0,USC,reymaualuga/79852,58.0,MLB,Unsigned free agent,Cincinnati Bengals,9th season,St. Bonaventure HS,"Ventura, CA",
DeOn'tae Pannell,27.0,"Detroit , MI",3/19/1990,323.0,77.0,Penn State,deon'taepannell/2536045,,,Retired,,1 Season,,,2012 - 2012
Leo Reed,77.0,"Kahuku , HI",1/3/1940,240.0,76.0,Colorado State,leoreed/2523869,,,Retired,,1 Season,,,1961 - 1961
Ralph Thomas,89.0,"Kenosha , WI",12/16/1927,190.0,71.0,San Francisco,ralphthomas/2527277,,,Retired,,3 Seasons,,,1952 - 1956
Ronnie Harmon,53.0,"Queens , NY",5/7/1964,200.0,71.0,Iowa,ronnieharmon/2501030,,,Retired,,12 Seasons,,,1986 - 1997
Hardy Nickerson,51.0,"Compton , CA",9/1/1965,230.0,74.0,California,hardynickerson/2502296,,,Retired,,16 Seasons,,,1987 - 2002
